,Feature_Set,R2,RMSE,RRMSE_%
0,Case1,0.0005359724468008142,1720.2543640528065,61.63488410181206
1,Case2,-1.3954168545021894,2663.1745681764405,95.41871207100718
2,Case3,0.4341525266589097,1294.371002269292,46.37593624332476
3,Case4,0.32132753750858234,1417.5526503505932,50.78940367094068
4,Case5,-0.0806186972714733,1788.7321924073922,64.08837185477154
5,Case6,0.2761353934098667,1463.9888044201005,52.45316167906749
6,Case7,0.27145609456576236,1468.7130344908937,52.62242581753923
