latitude,longitude,yield,Carbon (0-15 cm),Carbon (15-30 cm),Clay (0-15 cm),Clay (15-30 cm),Clay (30-60 cm),Clay (60-90 cm),Clay (90-120 cm),Sand (0-15 cm),Sand (15-30 cm),Sand (30-60 cm),Sand (60-90 cm),Sand (90-120 cm),Silt (0-15 cm),Silt (15-30 cm),Silt (30-60 cm),Silt (60-90 cm),Silt (90-120 cm),OM (0-15 cm),OM (15-30 cm),pH (0-15 cm),pH (15-30 cm),Elevation,Aspect,Curvature,Slope,TPI,Nitrogen,Phosphorous,ETa_Oct,ETa_Nov,ETa_Dec,ETa_Jan,ETa_Feb,ETa_Mar,ETa_Apr,SM 30 cm Oct,SM 30 cm Nov,SM 30 cm Dec,SM 30 cm Jan,SM 30 cm Feb,SM 30 cm Mar,SM 30 cm Apr,SM 30 cm growing,SM 60 cm Oct,SM 60 cm Nov,SM 60 cm Dec,SM 60 cm Jan,SM 60 cm Feb,SM 60 cm Mar,SM 60 cm Apr,SM 60 cm growing,SM 90 cm Oct,SM 90 cm Nov,SM 90 cm Dec,SM 90 cm Jan,SM 90 cm Feb,SM 90 cm Mar,SM 90 cm Apr,SM 90 cm growing,SM 120 cm Oct,SM 120 cm Nov,SM 120 cm Dec,SM 120 cm Jan,SM 120 cm Feb,SM 120 cm Mar,SM 120 cm Apr,SM 120 cm growing,SM 150 cm Oct,SM 150 cm Nov,SM 150 cm Dec,SM 150 cm Jan,SM 150 cm Feb,SM 150 cm Mar,SM 150 cm Apr,SM 150 cm growing,SM 180 cm Oct,SM 180 cm Nov,SM 180 cm Dec,SM 180 cm Jan,SM 180 cm Feb,SM 180 cm Mar,SM 180 cm Apr,SM 180 cm growing,Carbon,OM,pH,ETa,Clay,Sand,Silt,SM 30 cm,SM 60 cm,SM 90 cm,SM 120 cm,SM 150 cm,SM 180 cm,Precipitation
4446216.924,658629.7026,51.88713,1.0621879,0.8372515,29.516466,34.244324,26.07397,20.905964,20.432577,38.901386,29.448881,36.200096,39.75995,40.716194,29.94566,40.90539,36.515755,38.030823,38.720627,2.4752305,2.4096556,6.5763335,8.018183,1384.34,359.7405,7.3598633,9.411485,0.6188965,35,15,0.7872166,0.46394116,0.25364873,0.2802449,0.30805978,0.99294716,0.7361298,22.055315,20.471657,10.87507,14.801616,15.027336,19.312008,17.255919,16.403427,26.853468,24.7276,15.711877,19.739721,20.754707,22.731647,18.207449,21.012033,23.921368,21.839422,16.275198,17.493683,16.844212,21.69621,18.262136,19.093971,21.290161,20.19545,17.717892,17.903477,17.7385,20.736263,18.30999,19.020056,19.174686,15.364804,14.489789,16.13686,15.917385,18.848923,16.258064,16.401566,19.226686,20.53365,17.820219,18.365398,17.653337,18.321741,17.791971,18.525095,0.94971967,2.442443,7.2972584,0.5460268,31.880394,34.175133,35.425526,17.114132,21.24664,19.476032,19.12739,16.598644,18.530428,68.06
4446211.924,658574.7026,71.65225,1.0785947,0.9570574,29.793926,37.0114,26.351364,22.261469,20.428886,35.080654,28.819105,33.75852,37.559765,37.065346,34.19068,35.160202,39.010128,39.501747,41.851467,2.5221658,2.3769233,6.7217937,8.041588,1384.02,358.32083,7.0805664,6.8178167,0.567749,35,15,0.7827597,0.46471682,0.24973795,0.26646084,0.31348863,1.0048827,0.73535883,23.076359,19.816309,11.296069,15.523436,14.706718,17.549782,16.271505,16.515444,28.601786,22.419455,16.324837,18.324337,20.576256,23.517859,20.327572,21.147326,24.188217,17.89374,14.930264,16.153915,16.146036,24.40046,15.777194,18.135168,23.153818,19.523222,17.042204,16.3755,17.936897,20.112831,19.083752,18.801735,19.673616,14.863858,14.78453,14.973673,15.3616495,17.326828,18.43088,16.101631,18.390854,18.72895,17.762909,17.987621,16.228006,17.145695,17.975285,17.842472,1.0178261,2.4495444,7.381691,0.5453437,33.402664,31.949879,34.67544,16.891455,21.441729,18.498547,19.032604,16.487862,17.745617,68.06
4446211.924,658579.7026,70.82518,1.0781935,0.9524926,29.786776,36.767323,26.286938,22.068117,20.346535,35.224064,28.939558,33.872562,37.75457,37.43208,34.072174,35.601093,38.943783,39.39065,41.584194,2.501043,2.3692875,6.789145,8.044605,1384.01,357.5629,6.2402344,7.032988,0.5344238,35,15,0.7827597,0.46471682,0.24973795,0.26646084,0.31348863,1.0048827,0.73535883,23.201002,20.370422,12.907101,16.02798,13.701858,19.582764,15.232201,17.25105,27.972437,24.873713,16.516418,18.542171,20.891539,22.462065,18.637009,21.111525,24.930185,19.79503,17.819847,17.277805,17.879965,22.805618,16.576225,19.488663,21.143553,19.408867,18.025745,17.576408,18.197954,22.30122,18.396708,19.124048,19.48968,17.294487,14.435346,15.428986,16.20247,18.13285,17.458399,16.552189,18.990437,19.149296,18.265347,18.407038,17.515114,16.333714,18.415663,18.270964,1.0153431,2.4351654,7.416875,0.5453437,33.27705,32.08181,34.83663,17.289047,21.413622,19.583527,19.292923,16.920317,18.153803,68.06
4446211.924,658584.7026,70.17886,1.0773013,0.94116676,29.511631,36.235962,26.291468,21.868584,20.24059,35.414227,29.130548,33.891544,37.932446,37.843815,33.9866,36.080307,38.89185,39.21273,41.358257,2.4704475,2.3614511,6.861698,8.043882,1384.07,356.34973,6.8393555,7.3796916,0.5644531,35,15,0.7827597,0.46471682,0.24973795,0.26646084,0.31348863,1.0048827,0.73535883,23.201002,20.370422,12.907101,16.02798,13.701858,19.582764,15.232201,17.25105,27.972437,24.873713,16.516418,18.542171,20.891539,22.462065,18.637009,21.111525,24.930185,19.79503,17.819847,17.277805,17.879965,22.805618,16.576225,19.488663,21.143553,19.408867,18.025745,17.576408,18.197954,22.30122,18.396708,19.124048,19.48968,17.294487,14.435346,15.428986,16.20247,18.13285,17.458399,16.552189,18.990437,19.149296,18.265347,18.407038,17.515114,16.333714,18.415663,18.270964,1.009234,2.4159493,7.4527903,0.5453437,32.873795,32.27239,35.033455,17.289047,21.413622,19.583527,19.292923,16.920317,18.153803,68.06
4446211.924,658589.7026,69.56196,1.0775886,0.9312837,29.508293,35.947105,26.251081,21.67635,20.178045,35.548958,29.298094,34.02196,38.114784,38.221363,33.863483,36.57374,38.773438,39.0954,41.04927,2.4429362,2.3535228,6.9330726,8.039995,1384.11,357.36267,6.880371,7.7388196,0.57006836,35,15,0.7827597,0.46471682,0.24973795,0.26646084,0.31348863,1.0048827,0.73535883,22.778555,20.258232,12.462344,15.53008,14.843956,19.582764,16.851664,17.094461,28.09749,25.613138,16.170908,18.490805,20.225426,22.462065,18.005754,21.044453,25.685453,19.927431,17.694727,17.570566,20.688042,22.805618,16.449144,20.011814,23.397974,19.707476,18.186584,18.230837,19.750557,22.30122,17.60285,19.907736,20.791168,17.23278,15.171028,16.181631,17.909414,18.13285,17.355375,17.31548,19.467556,19.582653,17.753075,18.572783,17.403015,16.333714,17.912184,18.297102,1.0044361,2.3982296,7.486534,0.5453437,32.7277,32.423527,35.218613,17.472513,21.295084,20.117283,19.882498,17.539179,18.146425,68.06
4446211.924,658594.7026,68.629105,1.0797234,0.92362607,29.514929,35.64222,26.17509,21.482828,20.120943,35.679684,29.460417,34.191998,38.29556,38.586205,33.708366,37.112274,38.635624,38.979263,40.74632,2.4212503,2.3459394,6.9974403,8.039516,1384.13,357.6749,6.6401367,8.07472,0.55895996,35,15,0.77845025,0.45959634,0.2533492,0.2960855,0.30870894,0.9999289,0.7449782,22.446152,20.805319,11.669529,14.814463,15.493594,17.285038,17.089146,16.660131,28.776985,25.7932,16.519743,18.413034,20.123896,24.155552,18.60138,21.413157,25.204401,22.607025,18.737036,17.157812,21.76049,22.574528,15.92105,20.551805,22.882715,20.464018,19.311577,19.54459,19.995474,22.510214,17.107264,20.402874,19.869343,17.128145,16.018185,16.488043,17.326998,19.207233,16.879309,17.394056,17.890182,19.65287,18.10653,18.73403,17.559904,16.296177,17.3963,18.145613,1.0016747,2.383595,7.5184784,0.54872817,32.578575,32.57005,35.41032,17.086178,21.769114,20.56605,20.259409,17.559608,17.948,68.06
4446211.924,658599.7026,66.39472,1.0793153,0.92290306,29.350998,35.676514,26.034014,21.296803,20.077824,35.9409,29.530354,34.392746,38.47239,39.03875,33.396828,37.50996,38.48523,38.85887,40.300503,2.4048676,2.3454564,7.029251,8.048087,1384.17,335.51364,7.0004883,6.504066,0.38452148,35,15,0.77845025,0.45959634,0.2533492,0.2960855,0.30870894,0.9999289,0.7449782,22.446152,20.805319,11.669529,14.814463,15.493594,17.285038,17.089146,16.660131,28.776985,25.7932,16.519743,18.413034,20.123896,24.155552,18.60138,21.413157,25.204401,22.607025,18.737036,17.157812,21.76049,22.574528,15.92105,20.551805,22.882715,20.464018,19.311577,19.54459,19.995474,22.510214,17.107264,20.402874,19.869343,17.128145,16.018185,16.488043,17.326998,19.207233,16.879309,17.394056,17.890182,19.65287,18.10653,18.73403,17.559904,16.296177,17.3963,18.145613,1.0011091,2.3751621,7.538669,0.54872817,32.513756,32.735626,35.453392,17.086178,21.769114,20.56605,20.259409,17.559608,17.948,68.06
4446211.924,658604.7026,64.62494,1.0806686,0.9132088,29.373077,35.41997,26.01368,21.161077,20.088135,36.240078,29.613926,34.62623,38.641582,39.394493,33.037125,38.065056,38.233356,38.740696,39.983543,2.399101,2.3468874,7.0289335,8.046941,1384.17,295.3999,-0.27929688,2.8357098,0.17785645,35,15,0.77845025,0.45959634,0.2533492,0.2960855,0.30870894,0.9999289,0.7449782,22.347717,21.357244,12.558163,14.353253,15.433022,17.001238,16.233652,16.766485,29.095812,23.746109,16.295206,19.99609,19.862785,23.055273,17.513002,21.281502,26.247921,19.76951,16.200638,18.113613,19.266367,22.5503,15.864053,19.618204,23.587175,20.696564,16.70341,19.99432,18.78689,18.624443,17.19234,19.505823,20.017132,16.492785,16.148748,15.82869,16.753624,17.781067,17.868546,17.116007,18.379707,18.574492,18.18973,18.004866,16.372353,17.757923,17.494768,17.983145,0.9969387,2.3729942,7.537937,0.54872817,32.396523,32.927002,35.55109,17.040613,21.366323,19.716059,19.369305,17.270084,17.824833,68.06
4446211.924,658609.7026,61.456715,1.0790616,0.8991505,29.41645,34.944523,25.965473,21.05063,20.158445,36.690067,29.700294,34.980526,39.55342,40.00552,32.515137,38.670074,37.938717,37.766426,39.278908,2.4037442,2.3567,6.975337,8.04411,1384.19,187.18733,-0.000976563,1.2561969,-0.005615234,35,15,0.77845025,0.45959634,0.2533492,0.2960855,0.30870894,0.9999289,0.7449782,23.285254,19.805166,11.557822,14.238283,15.835281,16.661663,16.408354,16.459686,28.600943,24.097414,16.438555,20.099522,20.331993,23.382198,18.27559,21.479073,27.283682,19.751516,15.231286,18.158417,17.106688,20.29538,16.328026,19.173294,23.805298,19.186754,17.323503,19.609509,16.775187,19.289488,18.438532,19.328558,20.574806,15.04554,15.288406,16.53085,16.488777,17.451775,18.190107,16.82464,18.756813,19.34699,17.817255,18.32154,17.26871,16.570684,17.749535,18.092337,0.98910606,2.380222,7.5097237,0.54872817,32.18049,33.195183,35.592606,16.827404,21.603745,19.164999,19.204039,17.081467,17.975933,68.06
4446211.924,658614.7026,57.69189,1.0774591,0.88206005,29.460636,34.70705,26.043388,20.993546,20.26136,37.287205,29.658764,35.30858,39.660076,40.249767,31.819048,39.333515,37.51282,37.72637,39.037292,2.418381,2.371288,6.8776035,8.037712,1384.21,187.96947,0,1.4462327,0.002197266,35,15,0.77845025,0.45959634,0.2533492,0.2960855,0.30870894,0.9999289,0.7449782,23.285254,19.805166,11.557822,14.238283,15.835281,16.661663,16.408354,16.459686,28.600943,24.097414,16.438555,20.099522,20.331993,23.382198,18.27559,21.479073,27.283682,19.751516,15.231286,18.158417,17.106688,20.29538,16.328026,19.173294,23.805298,19.186754,17.323503,19.609509,16.775187,19.289488,18.438532,19.328558,20.574806,15.04554,15.288406,16.53085,16.488777,17.451775,18.190107,16.82464,18.756813,19.34699,17.817255,18.32154,17.26871,16.570684,17.749535,18.092337,0.9797596,2.3948345,7.457658,0.54872817,32.083843,33.472984,35.576283,16.827404,21.603745,19.164999,19.204039,17.081467,17.975933,68.06
